1	Ёрдамчи ва бошқа ишлаб чиқариш цехларида фойдаланиладиган асосий воситалар эскириши акс эттирилган 	2310	0211-0290	Асосий воситалар эскиришининг ҳисоб-китоби 
30	Илгари ёрдамчи ва бошқа ишлаб чиқаришлар эҳтиёжлари учун ҳисобдан чиқарилган материаллар ва чиқиндиларнинг қайтарилиши акс эттирилган; ёрдамчи ва бошқа ишлаб чиқаришлар томонидан ишлаб чиқарилган эҳтиёт қисмлари кирим қилинган 	1010-1090	2310	Билдирги, бухгалтериянинг ҳисоб-китоби 
31	Ёрдамчи ва бошқа цехлар харажатлари ўстиришдаги ва бўрдоқига боқувдаги ҳайвонлар таннархига киритилган 	1110	2310	Таннарх ҳисоб-китоби 
32	Илгари ёрдамчи ишлаб чиқариш харажатларига ҳисобдан чиқарилган инвентарь ва хўжалик жиҳозлари қайтарилиши акс эттирилган; ёрдамчи ва бошқа цехлар томонидан ишлаб чиқарилган инвентарь ва хўжалик жиҳозлари кирим қилинган 	1080	2310	Билдирги, бухгалтериянинг ҳисоб-китоби 
33	Ёрдамчи цехлардаги тугалланмаган ишлаб чиқаришни қайта баҳолаш натижасида (баҳоси камайтирилганда) улар қиймати камайтирилган 	9430	2310	Корхона раҳбарининг қарори, бухгалтериянинг ҳисоб-китоби 
34	Ёрдамчи цехларнинг материалларни тайёрлаш ва харид қилишда кўрсатилган хизматлари ва харажатлари ушбу материаллар таннархига киритилган 	1510	2310	Юкхат, бажарилган ишлар, хизматлар далолатномаси, бухгалтериянинг ҳисоб-китоби 
35	Ижарага олинган асосий воситаларни капитал таъмирлаш бўйича харажатлар ҳисобдан чиқарилган (ижарачи ҳисобидан) 	6990	2310	Бажарилган ишлар, хизматлар далолатномаси, бухгалтериянинг ҳисоб-китоби 
36	Ёрдамчи цехларнинг харажатлари ва хизматлари ўзида ишлаб чиқарилган ярим тайёр маҳсулотлар таннархига киритилган 	2110	2310	Юкхат, бажарилган ишлар, хизматлар далолатномаси, бухгалтериянинг ҳисоб-китоби 
37	Яроқсизликни тузатиш бўйича ёрдамчи ва бошқа цехларнинг харажатлари асосий цехларнинг яроқсизликдан йўқотишлари таркибига киритилган 	2610	2310	Яроқсизлик далолатномаси, бухгалтериянинг ҳисоб-китоби 
38	Ёрдамчи цехлар харажатларининг улуши уларни тақсимлаш пайтида бошқа ёрдамчи цехлар харажатларига киритилган 	2311	2310	Бухгалтериянинг ҳисоб-китоби 
39	Ёрдамчи цехлар харажатларининг улуши уларни тақсимлаш пайтида умумишлаб чиқариш харажатларига киритилган 	2510	2310	Бухгалтериянинг ҳисоб-китоби 
40	Ёрдамчи цехлар харажатларининг улуши уларни тақсимлаш пайтида хизмат кўрсатувчи хўжаликлар харажатларига киритилган 	2710	2310	Бухгалтериянинг ҳисоб-китоби 
41	Ёрдамчи цехлар харажатларининг улуши уларни тақсимлаш пайтида маъмурий харажатларга киритилган 	9420	2310	Бухгалтериянинг ҳисоб-китоби 
42	Ёрдамчи ва бошқа ишлаб чиқаришларнинг тегишли харажатлари ва хизматлари келгуси давр харажатларига киритилган (мавсумий соҳаларда) 	3110-3190	2310	Бухгалтериянинг ҳисоб-китоби
43	Ёрдамчи ва бошқа ишлаб чиқаришларнинг тайёр маҳсулотлари кирим қилинган 	2810	2310	Юкхат, қабул қилиш-топшириш далолатномаси 
44	Ёрдамчи ва бошқа ишлаб чиқаришлар маҳсулотлари товар сифатида кирим қилинган (ушбу счёт савдо соҳасининг қайта ишлов бериш корхоналарида ва ҳоказоларда қўлланилганда) 	2910	2310	Юкхат, қабул қилиш-топшириш далолатномаси 
45	Маҳсулотни етказиб бериш ва сотиш пайтида ёрдамчи ва бошқа ишлаб чиқаришлар хизматлари ҳисобдан чиқарилган 	9410	2310	Билдирги, бажарилган ишлар, хизматлар далолатномаси, бухгалтериянинг ҳисоб-китоби 
46	Ёрдамчи ва бошқа ишлаб чиқариш цехлари томонидан бошқаларга юклаб жўнатилган маҳсулотлар ҳамда буюртмачиларга бажарилган ишлар ва хизматлар ҳақиқий таннархи бўйича акс эттирилган 	9130	2310	Шартнома, ҳисобварақ-фактура 
47	Ёрдамчи цехлар харажатларининг улуши бошқа операцион харажатларга киритилган 	9430	2310	Бухгалтериянинг ҳисоб-китоби 
48	Сотиш ва бошқа чиқиб кетиш пайтида ёрдамчи ва бошқа цехлар харажатлари ҳисобдан чиқарилган: 			Билдирги, бухгалтериянинг ҳисоб-китоби 
	a) асосий воситалар бўйича 	9210	2310	
	b) номоддий ва бошқа активлар бўйича 	9220	2310	
49	Қисқа муддатли инвестициялар тартибида ёрдамчи ва бошқа цехлар томонидан бошқа корхоналарга маҳсулотлар бериш ва хизматлар кўрсатиш акс эттирилган 	9130 (5810	2310 9030)	Шартнома, ҳисобварақ-фактура, юкхат 
50	Ёрдамчи ва бошқа цехлар томонидан ходимларга кўрсатилган хизматлар қиймати уларнинг меҳнат ҳақидан ушлаб қолинган 	6710	2310	Шартнома, хизматлар қийматининг ҳисоб-китоби 
51	Ёрдамчи цехлар харажатларининг улуши қонунчиликка мувофиқ айбдор шахслар томонидан ундириладиган моддий зарар суммасига киритилган 	4730	2310	Келтирилган зарар тўғрисида далолатнома, бухгалтерия ҳисоб-китоблари 
52	Ёрдамчи ва бошқа цехларнинг шуъба корхоналарига кўрсатган хизматлари сарф-харажатлари ҳисобдан чиқарилган 	4110	2310	Шартнома, ҳисобварақ-фактура, юкхат 
53	Алоҳида балансга ажратилган бўлинмаларга ёрдамчи ва бошқа ишлаб чиқаришлар харажатлари ҳисобдан чиқарилган ёки маҳсулот берилган 	4110	2310	Шартнома, ҳисобварақ-фактура, юкхат
54	Бекор қилинган буюртмалар харажатларига киритилган ёрдамчи ва бошқа цехлар харажатлари ҳисобдан чиқарилган 	9430	2310	Корхона раҳбарининг қарори, бухгалтериянинг ҳисоб-китоби 
55	Ёрдамчи ва бошқа цехларнинг табиий офат, ёнғинлар ва ҳоказолар оқибатидаги йўқотишлари ҳисобдан чиқарилган 	9720	2310	Йўқотишлар тўғрисидаги далолатнома 
56	Инвентарлаш натижасида ёрдамчи ва бошқа ишлаб чиқаришлар цехларида аниқланган камомадлар ва моддий қийматликлар бузилиши акс эттирилган 	5910	2310	Инвентарлаш далолатномаси 
57	Ижарага олинган асосий воситаларнинг ижарага берувчи томонидан амалга ошириладиган капитал таъмирланиши бўйича харажатлари акс эттирилган 	4890	2310	Шартнома, бажарилган ишлар, хизматлар далолатномаси 
58	Қайтариладиган ва кўп маротаба айланадиган идишлар бўйича харажатлар ва йўқотишлар акс эттирилган 	9430	2310	Билдирги 
59	Ёрдамчи цехлар томонидан келгуси харажатларнинг илгари барпо этилган резервлар ҳисобидан асосий воситаларни таъмирлаш қиймати ҳисобдан чиқарилган 	8910	2310	Таъмирлаш ишлари бажарилганлиги далолатномаси, юкхат 
