1	Kapital qurilishga oid sug‘urta to‘lovlari bo‘yicha qarz summalari aks ettirilgan 	0810	6510	Xarajatlar o‘rni, sug‘urta turi bo‘yicha sug‘urta to‘lovlarining hisob-kitobi, sug‘urta shartnomasi
32	Yaroqsizlikni tuzatish bilan bog‘liq bo‘lgan mehnat haqi summalariga oid yagona ijtimoiy to‘lov bo‘yicha qarz aks ettirilgan 	2610	6520	Xarajatlar o‘rni bo‘yicha sug‘urta to‘lovlarining hisob-kitobi, mehnat haqi bo‘yicha hisob-kitob qaydnomasi 
33	Xizmat ko‘rsatuvchi xo‘jaliklarda band bo‘lgan xodimlarning mehnat haqi summalari bo‘yicha yagona ijtimoiy to‘lov hisoblangan 	2710	6520	Xarajatlar o‘rni bo‘yicha sug‘urta to‘lovlarining hisob-kitobi, mehnat haqi bo‘yicha hisob-kitob qaydnomasi 
34	Kelgusi davr xarajatlariga kiritiladigan ishlarni amalga oshirishda band bo‘lgan xodimlarning mehnat haqi summalari bo‘yicha yagona ijtimoiy to‘lov hisoblangan 	3190	6520	Xarajatlar o‘rni bo‘yicha sug‘urta to‘lovlarining hisob-kitobi, mehnat haqi bo‘yicha hisob-kitob qaydnomasi 
35	Sarf-xarajatlari maqsadli moliyalashtirish xarajatlariga kiritiladigan ishlarni amalga oshirishda band bo‘lgan xodimlarning mehnat haqi summalari bo‘yicha yagona ijtimoiy to‘lov hisoblangan 	8810-8890	6520	Xarajatlar o‘rni bo‘yicha sug‘urta to‘lovlarining hisob-kitobi, mehnat haqi bo‘yicha hisob-kitob qaydnomasi 
36	Mahsulotni yetkazib berish va sotish bilan band bo‘lgan xodimlarning mehnat haqi summalari bo‘yicha yagona ijtimoiy to‘lov hisoblangan 	9410	6520	Xarajatlar o‘rni bo‘yicha sug‘urta to‘lovlarining hisob-kitobi, mehnat haqi bo‘yicha hisob-kitob qaydnomasi 
37	Ma’muriy xodimlarning mehnat haqi summalari bo‘yicha yagona ijtimoiy to‘lov hisoblangan	9420	6520	Xarajatlar o‘rni bo‘yicha sug‘urta to‘lovlarining hisob-kitobi, mehnat haqi bo‘yicha hisob-kitob qaydnomasi 
38	Asosiy vositalar chiqib ketishida band bo‘lgan xodimlarning mehnat haqi summalari bo‘yicha yagona ijtimoiy to‘lov hisoblangan 	9210	6520	Xarajatlar o‘rni bo‘yicha sug‘urta to‘lovlarining hisob-kitobi, mehnat haqi bo‘yicha hisob-kitob qaydnomasi 
39	Boshqa aktivlar chiqib ketishida band bo‘lgan xodimlarning mehnat haqi summalari bo‘yicha yagona ijtimoiy to‘lov hisoblangan 	9220	6520	Xarajatlar o‘rni bo‘yicha sug‘urta to‘lovlarining hisob-kitobi, mehnat haqi bo‘yicha hisob-kitob qaydnomasi 
40	Tegishli xarajatlar ajratmalardan ortiq bo‘lgan taqdirda sug‘urta idoralaridan bankdagi schyotlarga tushumlar kelib tushishi aks ettirilgan 	5110, 5210	6520	Bank schyotlaridan ko‘chirmalar, solishtirma dalolatnoma, hisob-kitoblar 
41	Korxona xodimlari hisobiga ijtimoiy sug‘urta bo‘yicha hisoblashlar amalga oshirilgan 	6710	6520	Ijtimoiy sug‘urta bo‘yicha ajratmalar hisob-kitobi, mehnat haqi bo‘yicha hisob-kitob qaydnomasi 
42	Kelgusi xarajatlar va to‘lovlar rezervi hisobiga kiritilgan mehnat haqi summalari bo‘yicha qarz aks ettirilgan (mavsumiy sohalarda, ta’mirlash ishlarida va h.k.) 	8910	6520	Ushlab qolishlar qaydnomasi, mehnat haqi bo‘yicha hisob-kitob qaydnomasi 
43	Yagona ijtimoiy to‘lov amalda o‘tkazilganligi aks ettirilgan 	6520	5110, 5010	Bank schyotlaridan ko‘chirmalar, to‘lov topshiriqnomasi 
44 	Buyudjetga o'tkazilgan ortiqcha ijtimoiy soliq summasi qaytarildi 	6510	2010	Sug'urta to'lovlari hisob kitobi
45 	Yaroqsiz mahsulotlarni tayyor holiga keltirish uchun hisoblangan ijtimoiy soliq summasiga 	2610	6510	Dalolatnoma , akt , bajarilgan ish hajmi hisob kitobi 
